"HITID","name","intro","gender","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3VJ4PFXFJ3M68KTVUFD1CU5719ZUAB","仙绝","既然上天又给了自己一次机会，那就……  修最强的功法！  用最好的神符！  抢最大的宝藏！  会最美的佳人！  把一切正道天才都踩在脚下，否则怎么能体现出自己上一世魔道巨擘的风采？至于魔道天才？上一世已经踩过了一遍了，但是如果你跳出来，我也很乐意再用大脚丫子和你邪异英俊的面部亲密接触一下。  这里是正道修真关押魔道囚犯的若卢狱，上一世有无数正道修士咬牙切齿想把他扔进去，这一世他却重生在这里成了一名卑下的狱卒。  天下五方，修士在上，凡人在下。法宝已经不是修士们最强的手段，这个世界，孕育了更加强大的神物：天命神符。  天命所归，神符之主，注定不凡！","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:09:28 UTC"
"3ODOP6T3ASZIMJ4C2UT4T8OFQ8K42S","重生之不要爱上我","前世，你因我而死，竟是命中注定。  那么今生，我只要你好好活着。  所以，别再爱上我。  ****************************  本书异能一枚，美男N个，YY适度不伤身，偶有小虐很怡情。  紫寒雪同志建的群，146768784，撒花欢迎大家踊跃加入~~","female","A2WGW5Y3ZFBDEC","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:14:02 UTC"
"3DA79LNS59AROMFLLV8HKQ5ZCL0T3N","回到古代当兽医","兽医秋叶红穿越了  寄居于大富之家  旁观繁华醉人的生活  等待自己的真命天子","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:19:49 UTC"
"3EKTG13IZUI4RVFQI4B5UY4OIZVLMS","巫神纪","当历史变成传说  当传说变成神话  当神话都已经斑驳点点  当时间的沙尘湮没一切  我们的名字，我们的故事，依旧在岁月的长河中传播  一如太阳高悬天空，永恒的照耀大地，永远不会熄灭  记住，曾经有这样的一群人，他们昂首挺立在天地之间，好像擎天之柱，从没有对任何人弯腰屈膝  他们手握风雷，他们脚踏龙蛇，他们拳裂大地，他们掌碎星辰；他们是我们的先祖，他们和我们有同源的血脉，他们行走在大地时自称为巫，他们破碎虚空后是为巫神！","male","A8TIL9U6YHG5","女性读者","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:02:43 UTC"
"3RTFSSG7T8L0W794M6HS3W6FG19LWJ","仙界网络直播间","2017年最火爆都市神书，收藏破500万，一经上架单日总订阅破亿，长期霸占全网销售榜冠军宝座！《仙界网络直播间》，席卷而来！在这个仙界，太上老君是个科学家，董永开了个开足疗店，赤脚大仙是个卖臭豆腐的。在这里，大唐第一才子唐僧再度被逼踏上取经之路。这里的神仙有情有义，爱扯淡懂浪漫。在这个崭新的仙界里，有一个叫张小东的人间网红男主播，嚣张的、红了！！","male","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:13:09 UTC"
"35YHTYFL1GI1HQZ3AL9YMHIHCWLVFE","欢喜如初","书已完结，请亲爱的们投个完本满意度吧，就在右边，原来给评价票的地方。  一道圣旨，把武林盟主之女华如初许给了将军府嫡子，是从还是不从？  华如初是识时务的人，所以她从了。  大宅门里的生活每天欢乐和狗血齐喷，如初经常看戏，时而参与，偶尔入戏，倒也快活。  已有完本坑品《上善若书》、《药医的悠然生活》、《重生之缘来如此简单》、《花木呈祥》、《荣家》，坑品保证，欢迎跳坑！","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:35:19 UTC"
"311HQEI8RSV5BHP7TZ0PJVIW2J8Z7E","盛世茶香","一不小心成为古代旅游大军中的一员，秦天明白，要想在古代活得周全，低调才是王道。可是当别人欺到头上来，是继续保持低调淡定，还是奋起反抗呢？  秦天的答案是：不惹事，不怕事。尽全力过好自己的日子。  可是有一点，秦天很郁闷  那位夫人，你千方百计的想将我嫁给你儿子，但是你儿子一不能听，二不能言，你不觉得我们沟通会有问题？  ****************  有完结文《重生豪门千金》《重生豪门媳妇》《世家名门》《阿杏》，坑品有保证，请亲们放心跳坑！O(∩_∩)O~  *****感谢沐水游做的封面，非常喜欢*****","female","A8TIL9U6YHG5","男、女读者都可以","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:10:22 UTC"
"3W9XHF7WGKAXKKNS610G1CM1N7MTKY","修真四万年","“倘若这宇宙，真是一片残酷血腥的黑暗森林，我们修真者，也会燃烧自己的生命，绽放出微弱的火花！”  “哪怕这火花再微弱，再短暂，再渺小，可是只要我们源源不断，前赴后继，终有一日，火花会点燃杂草，杂草会燎到灌木，灌木会蔓延大树！”  “最终，小小的火花，会在这片黑暗森林中，掀起燎原天火，照亮整个世界！”  *****************  修真40000年代，一个普普通通的边境少年，咆哮星辰，主宰银河的热血传奇！  -------------  已有两群：  老牛会客室202330158（两千人大群，虚席以待！）  老牛会客室二群386336065","male","A2R2YZTSME1K3F","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:40:52 UTC"
"33BFF6QPI1QJG3JFG0DS7ACYGFJ3WO","喜良缘","察言观色左右逢源？那是咱的强项！  装傻充愣扮猪吃老虎？那是俺的专长！  穿成卑微不受宠的庶女又如何？巧借东风，照样谋得金玉良缘，一世荣华逍遥！","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:04:51 UTC"
"3YKP7CX6G2U9TJMRNLKMXDBTBGNB7L","黄金渔场","爱蓝天，爱绿树，更爱波澜浩瀚的大海。  浅海鱼，深海鱼，龙虾还有大海蟹，吃货的世界怎么能少了海鲜？  快艇，游艇，海钓艇，还有巡航艇，其实豪华游轮才是王道。  家里养着棕熊、白熊和浣熊，渔场还有海豚、白鲸和海獭，神马海狸、黑足雪貂、格陵兰小海豹，我的渔场应有尽有！  没事闲坐钓鱼台，呼朋唤友赌珍珠。  开上游艇逛七海，沉船宝藏我来捞。  大家好，我是秦时鸥，我用笔记录我在加拿大渔场的悠闲生活。  ********  PS1：微博账号：全金属弹壳本尊。有玩微博的朋友关注一下，大家经常聊聊，互动一下  PS2：微信账号：qjsdke，微信名是：弹药库，谢谢。","male","A2NJTYYY37DNO","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:11:48 UTC"
"38VTL6WC4ASQJN1J9KJ974VY5JA5YF","纨绔邪皇","天圣二十七年九月十七，当安国公世子嬴冲在咸阳城勾栏巷被天外陨星砸晕的时候，大秦国师守正道人手持玄宙天珠坐化于城外白云观内。   ——翌年，纨绔子提三千铁甲征伐天下！  喜欢交流和书友交流的朋友，可以加开荒官方粉丝群：340513328，纨绔邪皇书友群：298631883，纨绔邪皇VIP群：17538886（需要验证VIP）","male","A8TIL9U6YHG5","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:51:16 UTC"
"3WPCIUYH1ANP6EHIEKETXZRB3YQDT6","通天大圣","铁拳无敌，双锤横天！  穿越之后的小豹子，只拿该拿的，只做该做的。  绝不去担那太重的责任，也不会去应那不该尽的义务。  所谓热血，早在前一世已经消磨干净。  然而，当禁忌的血脉在他的体内苏醒，当永恒的眼眸，再一次绽放光彩！  他唯一能做的就是用他的铁拳去重新奠定真理，用他的双锤去重新锻造公正！  这是一个穿越到奇异武侠世界的现代人的修炼奋斗史——","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:35:39 UTC"
"3T2EL38U0MZQC4U7OGLAM1JGZ92QX6","异世邪君","世间毁誉，世人冷眼，与我何干？我自淡然一笑；  以吾本性，快意恩仇，以吾本心，遨游世间，我命由我不由天！  一代牛人穿越异界，看其如何踏上异世巅峰，成为一代邪君！","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:11:55 UTC"
"3Y3N5A7N4GOORUMP1J0VO66KREZYMX","我的大小魔女","《大明星爱上我》的续集","male","A3GLMBZSG3VU4P","男、女读者都可以","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:09:52 UTC"
"3M4KL7H8KV2PCLQU2EM5LNYOUTC61Y","天衣多媚","都说女人如衣服，兄弟如手足，她偏就杯具的成了一件衣服。衣服又怎样？同样能修仙。不论是前世还是今生，她都要爱想爱的人，做想做的事，谁也拦不住。  群号：100915606，敲门砖：书中主角名，欢迎大家来逛逛，谢谢十三燕的贡献，O(∩_∩)O~","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:05:36 UTC"
"37VE3DA4YUW6M8S30U6YOQ0NPJJBHN","一品休妻","[已出版]为化解两家人的恩仇她苟延残喘，三年后再次踏进他的府宅。“看来你真的是很喜欢我……休都休不掉。既然是这样，那么就要做好留在我身边的准备！”对此，她别无选择。  “我怕我若是死了，等真相大白后，你会后悔。。。”她隐忍，千方百计的救他却反遭算计。他残忍的羞辱、折磨，她终于明白，原来自己不过是如此卑微的存在。  她，堂堂丞相之女，却成为将军的休妻，真是可笑之极。无情，并非只有他能做到，她披甲上阵，挥兵驰骋于他的沙场中。他诧异无比，软弱如婢的她，竟艳丽绽放在黄沙漫天的塞北。  ****************  &另外，《谋后》出版名更改为《红颜劫之谋后》！","female","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:08:28 UTC"
"3K1H3NEY7LEL19VCUKFMYGCMD4HGDZ","重生小地主","前世，被小三儿暗算，香消玉殒，好不容易有了个重生的机会，醒来一看，小手小脚娃娃脸，竟然穿成了乡村小萝莉？！  面对善良软弱的包子爹娘和强势ＪＰ的亲戚，连蔓儿握紧了小拳头，她要保护亲人不再被欺负，一家人开开心心勤劳致富，过上欢脱幸福的小康生活！  书友群18162717（已满），另开了两个群，群名称《重生小地主》群号37443900欢迎所有书友加入，敲门砖是弱颜所有作品中任意人物的名字。  群名称《重生小地主2》群号283743844是VIP群，进群请验证一下点点账号和粉丝点数哦。O(∩_∩)O~","female","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:05:48 UTC"
"38LRF35D5LB6OZUAL0YRPMR1VZ83UP","材料帝国","材料，是工业的基础，也是一个工业大国的基石。  秦海，一位来自于21世纪的材料学专家，穿越到了1985年的一家小农机厂。于是，一切遗憾终将不再，一切辉煌得以续写。  电性功能材料、光学功能材料、生物医学功能材料、超导材料、纳米材料、化学薄膜材料、智能材料、敏感材料、储氢材料……种种神奇，尽在《材料帝国》。","male","A8TIL9U6YHG5","男、女读者都可以","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:50:36 UTC"
"3TD33TP5DLHRCLKPUOW674DJCOTBAC","大道争锋","不堕轮回入大千，  心传一道在人间。  愿起一剑杀万劫，  无情换作有情天!  ……  ……  书友群：  大道争锋【217929481】     溟沧派【124680866】  粉丝自建订阅群：  大道争锋·诸域纪年【526275426】入群要求可看置顶。   ……  ……","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:10:08 UTC"
"3BFF0DJK8XRV8300BA9ISYDB41ZTSF","超级神基因","未来波澜壮阔的星际时代，人类终于攻克了空间传送技术，可是当人类传送到另一端的时候，却发现那里并不是过去未来，也不是星空下的任何一片土地……  神秘的庇护所世界，无数强横的异生物，人类迎来了令人热血沸腾的飞跃性大进化，开启了星空下最辉煌璀璨的新纪元。  “猎杀神血生物黑甲虫，获得神血黑甲虫兽魂，食用神血黑甲虫血肉，可随机获得0至10点神基因。”","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:41:46 UTC"
"3PN6H8C9R45KRII98KNC2U1JF94DAK","清宫——宛妃传","讲述顺治年间，后宫中一个妃子的传奇故事......  一个生存在顺治帝与董鄂妃夹缝中间的女人！  一段足足影响了一个朝代的宫闱爱情与斗争！  她的人生，她的经历，留给世人的是无尽的辛酸与叹息......","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:50:12 UTC"
"3A3KKYU7P3WK2PRPMII739L4G6ZWMW","丑仙记","新书《冷王，医妃要私奔》更新中，欢迎大家捧场。  －－－－  段氏一族终于寻回了早夭天才的女儿，  为何期待的“骑着金翅独角兽的天才少女”变成了“抱着宠物小白狗的废材丑女”？  埋头炼器、闷声赚灵石才是段青焰想要走的路。  可是,这个送上门的吃货腹黑男是怎么回事？  且看废材丑女炼器师如何踏上修仙大道~~","female","A8TIL9U6YHG5","男、女读者都可以","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:03:25 UTC"
"3RWB1RTQDJ2FXRSKGVUT6XCD3488PQ","少林武僧在异界","少林数百年来最出色的弟子慧刚，一身武技登峰造极，直追当年的达摩祖师。因为疾恶如仇，他犯下滔天杀孽，被罗汉堂拿回少林处决  或许是苍天不忍，临刑前，一道闪电，将慧刚肉身化为灰烬，而他的魂魄，竟然穿越时空，附到了一个纨绔子弟身上，而且，他同样面临着即将被处决的境遇，所不同的是，慧刚之错在于滥杀恶霸，而纨绔子弟则是因为调戏圣女而获罪  在一个武技落后的魔法世界，中土少林的天才弟子，将给大家带来什么样的&lt；br&gt；  求出版，本书尚未有出版社联系，求简体，繁体出版的帮助，有意者请站内短信联系，或者发邮件：feiliguo－78023@163.com","male","A2WGW5Y3ZFBDEC","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:59:47 UTC"
"3WGZLY9VCH168UPUBM3Y63VOPL4D8G","囧囧妖妻","身为一只聪明可爱，有理想有抱负的小白兔，拜师遭人嫌弃，忍了。莫名其妙地被人收成了宠物，忍了。好不容易修成人形，嫁了个夫君竟然是收妖的干活的？好吧，也忍了。  每天都要背诵《妖精守则》和《修仙法典》，稍有违反就被贴符咒，打回原形，罚去面壁思过！  他妹的，忍不了了！！兔子急了也是会咬人的！  麻烦转告他，老娘我修魔去了！  ————————————  ★晚晚出品，这次女主暂时不姓温~~o(≥v≤)o~","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:09:37 UTC"
"3IQ9O0AYW6E6EPX46YF4OW7OV3XTIN","冠军教父","这是一个关于追求胜利的故事。  ——“我唯胜利论。我只追求胜利，只要能够获胜，全攻全守还是防守反击我都不在乎。职业足球的终极目标是什么？在我看来，就是胜利，追求胜利的极致就是冠军。我是教练，不想丢掉工作，或者被人遗忘，只有一条路可走，就是带领球队取得一场场胜利，取得一个个冠军！”  主角并不讨人喜欢。  ——“……我们做了一次被托尼-唐恩教练认为非常无聊的调查。在街头随机采访中，选择‘我讨厌托尼-唐恩’的人占了百分之九十三，而选择‘这家伙还不错，我喜欢’的人仅有百分之七。值得注意的是没有人选择‘托尼-唐恩是谁？我不认识他’这一选项。马克，你知道为什么唐恩教练会认为我们的调查很无聊了吧？”《每日电讯报》的记者斯派克在接受BBC采访的时候哈哈大笑说。  但是也有人疯狂的热爱他。  ——在接受采访的时候，托尼-唐恩被迫谈到前段时间《每日电讯报》的那次街头采访，他的回答是：“我很高兴，在英格兰诺丁汉森林队的球迷占了百分之七。”  而他本人似乎并不在意人们怎么看他。  ——“你们想让我说什么？承认自己并不受人欢迎，走到哪儿都是嘘声和中指。你们以为我会害怕？错了！害怕的是你们，因为我能为我的球队和支持者带来胜利。我并不在乎有多少人讨厌我，恨不得杀死我，我也不会为了照顾失败者的心情而改变我自己。想要让自己心情变得好起来？很简单，来战胜我吧。”  他的爱情受人瞩目。  ——“我们的记者在托尼-唐恩教练的家门口拍到了这些照片，上面清楚的显示仙尼娅在晚上八点四十三分进入他的家，然后整晚都没有出来。但是托尼-唐恩教练坚决否认，并且坚称我们拍到的不过是他订购的最新款充气人偶。”  他是球队的头号明星。  ——“……成为全球著名服装品牌的代言人，拍广告，出入时尚界的颁奖典礼，代言电子游戏，拥有超级名模女友，广告收入超出工资收入的十七倍，在多家平面媒体拥有专栏，出自传（计划中），据说他甚至还在计划以自己的经历为蓝本拍励志电影！谁能告诉我他的经历有哪一点配得上‘励志’？等等……你们认为我在说大卫-贝克汉姆吗？大错特错！我说的是托尼-唐恩教练……”  他对中国足球很了解。  ——“……我听说了，博拉在你们国家队的热身赛前送了四本书给他们的教练朱先生。然后球队以1：3输给了一支美国大联盟的杂牌军。朱先生输球的新借口就是博拉赛前送‘输’。在这里我建议你们把那一本书找出来。哪一本？当然是导致你们进球的那本。然后告诉我书名，我会在你们每次比赛前送你们十本那样的书，这样你们不就能每次都10：0大胜对手了吗？”中国某著名体育报纸上的托尼-唐恩专栏摘录片断。  他让媒体又爱又恨。  ——“他在最少四家著名平面媒体上拥有专栏，每个星期写几百字的废话或者找个人来骂就能拿到不菲的稿费。而我们却要冥思苦想三易其稿才能让老板满意。他在自己的专栏文章里面骂所有媒体都是‘婊子养的’，宣布自己最痛恨的就是媒体。可每当他又出了什么新闻的时候，我们却像看见奶油的苍蝇一样蜂拥而上。为什么？因为读者喜欢看到他的新闻，看到他骂人。我敢和你们打赌，托尼&#183；唐恩教练心里也很清楚，他嘴上讨厌我们，但是他知道如今的他离不开我们。同样，我们也离不开他。这究竟算好事还是坏事呢�","male","A8TIL9U6YHG5","男、女读者都可以","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:12:04 UTC"
"3XU80RHWHZVSPXJZ68CSMNLDAMG44O","召唤万岁","龙腾大陆是个纯召唤的世界，无魔法无斗气。  宅男岳阳来到之后，惊讶地发现，自己变换了另一个身份，岳家三少爷，一个被美人退婚后投河自杀的淹死鬼。原来的岳家三少爷是个杯具男，是四大家族中公认最废柴的废物，用了十五年时间还无法契约召唤宝典，穿越男岳阳则不，他只需要一天……  当别人为契约战兽头疼的时候，无数的神兽圣兽却跑去拍宅男的马屁，一副‘我是合格打手’的乖巧模样。  偏偏这小子还不领情：“滚，神兽就很了不起吗？给我死开点，老子只喜欢美女召唤兽！”  面对各国的争相拉拢，无耻的穿越男给出答案：“不谈国事，只谈风月！”","male","A8TIL9U6YHG5","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:41:33 UTC"
"3TLFH2L6Y93234J2HVUC1G076712TM","间客","世界上有两件东西能够深深地震撼人们的心灵，一件是我们心中崇高的道德准则，另一件是我们头顶上灿烂的星空——康德  当许乐从这行字上收回目光，第一次真正看到尘埃后方那繁若芝麻的群星时，并没有被震撼，相反他怒了：大区天空外面的星星这么刺眼，谁能受得了？天天被这些光晃着，只怕会变成矿道上那些被大灯照成痴呆的野猫！  于是许乐放弃了成为一名高贵女性战舰指挥官辅官的梦想，开始在引力的作用下，堕落，堕落，堕落成了看门房的外乡穷小子，出卖身体的可怜男子，从事繁琐工作的男保姆……在波澜壮阔的大时代里，露着白牙，眯眼傻笑，披着莫名的光辉，一步一步地迈向谁也不知道的远方。  ……  ……  许乐，东林大区公民，从一颗荒凉的半废弃星球上离开，脑海里拥有一些希奇古怪的知识，身体里拥有这个世界谁也不曾接触过的力量，并不浑沌，一味荒唐知足地进入了这个最无趣也是最有趣的世界。  间客的人生，一定很精彩。","male","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:08:09 UTC"
"3MDKGGG61Q2QL5234X6FRTHJMC2T6T","盗墓笔记","50年前由长沙土夫子（盗墓贼）出土的战国帛书，记载了一个奇特战国古墓的位置，50年后，其中一个土夫子的孙子在他的笔记中发现这个秘密，纠集了一批经验丰富的盗墓贼前去寻宝，谁也没有想到，这个古墓竟然有着这么多诡异的事情：七星疑棺，青眼狐尸，九头蛇柏。这神秘的墓主人到底是谁，他们到底能不能找到真正的棺椁？故事悬念重重，情节跌荡，值得一看。","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:03:58 UTC"
"3XEIP58NL024Q2E9XT1Z200XX3DZLN","有凤来仪","天下最大的院子里，有天下最多的是非；  从乞儿变成奴婢，从饥寒圈来到是非窝；  凭着和恶狗抢食学会的狠，记着被人所欺学会的隐忍；  一步一步，看红鸾小孤女一路上如何步步生花。  ****  封面由热心书友恋沨热情制作，感谢！","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:17:37 UTC"
"3ZQA3IO31B6F1RWY2A8Z2NKFFT5O14","重生完美时代","老牌程序员出身的李牧，被命运一脚踹回了2001年高考的当口，他欣喜的拍拍屁股，起身便踏上了一条注定牛X的道路。  重活一回，李牧有他自己的追求，赚钱只是牛X的初级阶段，至于登上时代周刊、制霸IT产业、问鼎福布斯榜，也就勉强算是人生的中级阶段了，至于什么才是牛X的最高境界，李牧觉得有以下三点：  做名人的教父；  做富人的偶像；  做牛人的干爹……  ---------  不能免俗的建了一个读者群：526459805，欢迎进来吹水扯淡。","male","A8TIL9U6YHG5","男、女读者都可以","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:50:27 UTC"
"3MIVREZQVHDKS4V0PX6LW7BE30NQKH","史上第一混乱","我真倒霉，真的  人家穿越，我只能被穿越  人家泡妞，我只能被妞……  在我的第“好几号”当铺里，我接待了名叫荆轲、李白、关羽、秦侩等等一系列客户，发生了一连串让人忍俊不禁的故事  本书恶搞气氛浓重，修真、穿越、都市、爱情一个也不能少。所以名之以“史上第一混乱”。","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:08:12 UTC"
"3HYV4299H0BB003U7HEICLD9PX68E5","灵山","北京中医药大学本科生梅溪，自幼漂泊江湖，艰难的上了大学读到二年级，却在一场意外的奇遇中穿越了，来到盛唐年间。  他却惊讶的发现，自己来到的是与历史书上所描述的不太一样的世界，只存在于神话传说中事物，竟在身边真实的呈现。他该如何自处？是历史记载错了吗，还是因为他的到来，创造了后世所见的历史？  人们总是忍不住去幻想穿越与重生，能将心中一切遗憾从头补偿，每个人都希望把自己的世界构建成一座完美的灵山，究竟之处，还是那一句古语——灵山只在汝心头。  ——  本人已在起点中文网连载完成《神游》、《鬼股》、《人欲》三部长篇，徐公子出品信誉保证，稳定更新、完美全本，敬请广大书友放心阅读。","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:05:05 UTC"
"33NOQL7T9OE9BVUQ34SVXVERD3F8ZB","重活之肆意人生","你当这本书是重生奋斗，错了！  你当这本书是重生文娱，错了！  你当这本书是重生打脸，错了！  你当这本书是重生玄幻，错了！  你当这本书是重生修仙，错了！  生命不止，套路不止，玩的就是猜不透，不信？那你来猜猜看。","male","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:51:29 UTC"
"3PIOQ99R7Y1DS3NK3JI6Y0P70GYNUO","末世之医济天下","自从知道了末世要来，慕小婉一直认为学医是没有前途的，可是她偏偏走上了医修之路……没关系！要空间有空间，要分身有分身，要技能有技能，想学技能吗？！来求姐吧！获得医皇传承的慕小婉浅浅的笑了……在末世，她可以：逍遥行、魅天下。__________________________继医济之后，新书《末日考古学》正式开书，希望众亲多多支持！！！欢迎加入个人的小说群：306726536","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:04:59 UTC"
"3X2LT8FDHWX5H0PLSH8OYRK9W1AW88","名门医女","齐悦一脚跌进了陌生时空  梳着妇人头，不见丈夫面  独居别院，冷锅冷灶冷眼  开什么玩笑  既然我是这家中的大妇  自然我说了算  好吃好喝好住大家井水不犯河水  再跟我斗再跟我斗  开膛剖肚吓死你们  －－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－  沐水游做的封面！！！手绘的原创的！！！  VIP书友群：251668182，需正版订阅验证粉丝值。","female","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:07:18 UTC"
"3QREJ3J433C917FNXSYPFLCKTU0LKN","天域苍穹","笑尽天下英雄，宇内我为君主！万水千山，以我为尊；八荒六合，唯我称雄！我欲舞风云，凌天下，踏天域，登苍穹！谁可争锋？！诸君可愿陪我，并肩凌天下，琼霄风云舞，征战这天域苍穹？！…………天域苍穹官方群一：376497379天域苍穹官方群二：374474820","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:06:20 UTC"
"3ZCC2DXSD7JOLBB3KMO6I1TR0ODYYN","金屋恨","那一刻，他漠然转身离去，任凭少年时为她承诺筑起的金屋在彼此心中渐渐荒芜，轰然倒塌；  那一月，他看着女儿稚嫩可爱的容颜，恍然发现，再也得不到她仰头望他时真心信赖明媚的笑靥；  那一年，她在红尘兜兜转转，想要逃开，却终于躲不开。无奈的发现，再也回不到最初的最初；  那一世…我们的那一世啊。当我们头发白了，闭上眼睛，回望一生，所有的悲欢离合喜怒哀乐，毫发毕现。那些生命中隐藏着的脉络，直到浮现，方知背后埋藏的千丝万缕的因缘。  可曾听过，所谓一朝被蛇咬，十年怕井绳。我真的没有不爱你，只是用尽全力也不能让自己相信你的爱。时光轻逝如水，也许可以冲淡怨痛，但如何让一颗曾被伤害的心,去毫无防备的亲近那个当初伤害她的人？  也许自己种下的因，当真是为了结出那自己不堪品尝的果。世上真的有些事情，威重如皇权也无法勉强。虽然不说，但真的后悔，后悔让你走出了我的视线，后悔错过你枝繁叶茂的美丽年华。","female","A2R2YZTSME1K3F","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:49:09 UTC"
"30QQTY5GMKZOPIVXNC1H233H01TU7K","巫师之旅","给我无尽的知识，我便以自身为支点，撬动无尽世界。  故事讲述的是一个名为格林的巫师，依靠自己的智慧和运气，学习自己独特的巫师知识，游历异域世界，参与不同文明之间战争的故事。  一直想写一本理性的风格迥异巫师类作品，所谓的理性可以理解为伪科学，因此会有很多巫术推理和伪科学实验情节。  新书《蛊惑魔王》正式上传，魔鬼蛊惑人心的故事，希望大家多多支持！","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:34:09 UTC"
"3O0M2G5VC6HTM3PBN38J3VWTWEU49K","希灵帝国","不是帝国争霸，不是异界风云，更不是升级练功，其实，这是一本非常严肃正经认真的硬科幻救世文——你就当真的听。  好吧，其实这就是一群没溜的领袖和一个坑爹的元首欢乐无节操的救世日常而已。  混吃等死的伪宅摇身一变成帝国元首，拥有奶爸光环的大叔领养萝莉无数，这就是某宅在获得一个从天而降的蹭饭兵团之后所发生的爆笑故事，再次郑重提示：这是一本非常严肃正经认真的科幻……","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:14:21 UTC"
"3UDTAB6HH6ECNF7A42LHRS6GF2E090","九阳剑圣","大一男生阳顶天，拥有亿万中无一的九阳之躯，体内阳火非常旺盛。  在生日之夜，他忽然身体自燃。然后他穿越到另外一个世界，武力为尊的世界。原本灾难般的九阳之躯，在这成为千年不遇的九阳玄脉。  莫名其妙地，他继承了天下第一大宗，成为天下第一美人的未婚夫！","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:02:42 UTC"
